Transaction_ID,Customer_ID,Account_ID,TransactionType,Description,Txnamount,Txndate,Availablebalance
r_2119200,r_13150126825215120800,r_610308590,CREDIT,"BOOK TRANSFER CREDIT B/O: LION DISTRIBUTION AND TRADING, LLC BOCA RATON, FL 33433 REF:
PAYMENT FROM LION DIST AND TRADING/BNF/PAYMENT FROM LION DIST AND TRAD ING TRN:
4346500180ES",28875,29.06.15,266860.18
